original_ref,journal_full,volume,page,year,pmid,status
PC29:3627 PP1993:237 CPB37:3153 JBH,Chemical and Pharmaceutical Bulletin,37.0,3153.0,,,NOT_FOUND
PC29:3627 PP1993:237 CPB37:3153 JBH,,,,,,UNKNOWN_CODE
PC29:660,Phytochemistry,29.0,660.0,,,NOT_FOUND
PC30:1037,Phytochemistry,30.0,1037.0,,,NOT_FOUND
PC30:1125,Phytochemistry,30.0,1125.0,,,NOT_FOUND
PC30:1129,Phytochemistry,30.0,1129.0,,,NOT_FOUND
PC30:1131,Phytochemistry,30.0,1131.0,,,NOT_FOUND
PC30:1639,Phytochemistry,30.0,1639.0,,,NOT_FOUND
PC30:2193,Phytochemistry,30.0,2193.0,,,NOT_FOUND
PC30:467,Phytochemistry,30.0,467.0,,,NOT_FOUND
PC30:799,Phytochemistry,30.0,799.0,,,NOT_FOUND
PC31:1979,Phytochemistry,31.0,1979.0,,,NOT_FOUND
PC31:2789,Phytochemistry,31.0,2789.0,,,NOT_FOUND
PC31:2851,Phytochemistry,31.0,2851.0,,,NOT_FOUND
PC31:2897,Phytochemistry,31.0,2897.0,,,NOT_FOUND
PC32:1083,Phytochemistry,32.0,1083.0,,,NOT_FOUND
PC33:1385,Phytochemistry,33.0,1385.0,,,NOT_FOUND
PC33:317,Phytochemistry,33.0,317.0,,,NOT_FOUND
PC33:557,Phytochemistry,33.0,557.0,,,NOT_FOUND
PC34:265,Phytochemistry,34.0,265.0,,,NOT_FOUND
PC35:331,Phytochemistry,35.0,331.0,,,NOT_FOUND
PC35:521,Phytochemistry,35.0,521.0,,,NOT_FOUND
PC36:213,Phytochemistry,36.0,213.0,,,NOT_FOUND
PC36:579,Phytochemistry,36.0,579.0,,,NOT_FOUND
PC36:579 JAF50:3718,Phytochemistry,36.0,579.0,,,NOT_FOUND
PC36:579 JAF50:3718,Journal of Agricultural and Food Chemistry,50.0,3718.0,,12059149,RESOLVED
PC37:1463,Phytochemistry,37.0,1463.0,,7765765,RESOLVED
PC38:599,Phytochemistry,38.0,599.0,,,NOT_FOUND
PC38:599 PC29(4):1103,Phytochemistry,38.0,599.0,,,NOT_FOUND
PC38:599 PC29(4):1103,Phytochemistry,29.0,1103.0,,,NOT_FOUND
PC38:599 PMP24:117,Phytochemistry,38.0,599.0,,,NOT_FOUND
PC38:599 PMP24:117,Phytomedicine,24.0,117.0,,,NOT_FOUND
PC39:1091,Phytochemistry,39.0,1091.0,,7662272,RESOLVED
PC40:125,Phytochemistry,40.0,125.0,,7546546,RESOLVED
PC40:183,Phytochemistry,40.0,183.0,,7546549,RESOLVED
PC40:183 JNP59:823,Phytochemistry,40.0,183.0,,7546549,RESOLVED
PC40:183 JNP59:823,Journal of Natural Products,59.0,823.0,,8864235,RESOLVED
PC41:525,Phytochemistry,41.0,525.0,,8821432,RESOLVED
PC44:1037,Phytochemistry,44.0,1037.0,,,NOT_FOUND
PC44:441,Phytochemistry,44.0,441.0,,9014370,RESOLVED
PC48:495,Phytochemistry,48.0,495.0,,9654777,RESOLVED
PC55(7):605,Phytochemistry,55.0,605.0,,,NOT_FOUND
PC64:211 JE26:76,Phytochemistry,64.0,211.0,,,NOT_FOUND
PC64:211 JE26:76,Journal of Ethnopharmacology,26.0,76.0,,,NOT_FOUND
PCA3:42,,3.0,42.0,,,UNKNOWN_JOURNAL
PCF,Phytochemistry,,,,,JOURNAL_ONLY
PCF ACM:489 X15712986,Phytochemistry,,,,,JOURNAL_ONLY
PCF ACM:489 X15712986,,,489.0,,,BOOK
PCF ACM:489 X15712986,,,,,15712986.0,RESOLVED
PCF TAD,Phytochemistry,,,,,JOURNAL_ONLY
PCF TAD,,,,,,UNKNOWN_CODE
PCF X10820088 X15573768 X14636833 X12956392,Phytochemistry,,,,,JOURNAL_ONLY
PCF X10820088 X15573768 X14636833 X12956392,,,,,10820088.0,RESOLVED
PCF X10820088 X15573768 X14636833 X12956392,,,,,15573768.0,RESOLVED
PCF X10820088 X15573768 X14636833 X12956392,,,,,14636833.0,RESOLVED
PCF X10820088 X15573768 X14636833 X12956392,,,,,12956392.0,RESOLVED
PCF X6360409 X2495440,Phytochemistry,,,,,JOURNAL_ONLY
PCF X6360409 X2495440,,,,,6360409.0,RESOLVED
PCF X6360409 X2495440,,,,,2495440.0,RESOLVED
PCF-1:200,,,,,,PARSE_ERROR
PCF-I:200,,,,,,PARSE_ERROR
PCF:125,Phytochemistry,,125.0,,,BOOK
PCF:13,Phytochemistry,,13.0,,,BOOK
PCF:132,Phytochemistry,,132.0,,,BOOK
PCF:133,Phytochemistry,,133.0,,,BOOK
PCF:136,Phytochemistry,,136.0,,,BOOK
PCF:139,Phytochemistry,,139.0,,,BOOK
PCF:14,Phytochemistry,,14.0,,,BOOK
PCF:14 PC30:1129,Phytochemistry,,14.0,,,BOOK
PCF:14 PC30:1129,Phytochemistry,30.0,1129.0,,,NOT_FOUND
PCF:142,Phytochemistry,,142.0,,,BOOK
PCF:142 AYL,Phytochemistry,,142.0,,,BOOK
PCF:142 AYL,,,,,,BOOK
PCF:144,Phytochemistry,,144.0,,,BOOK
PCF:146,Phytochemistry,,146.0,,,BOOK
PCF:177,Phytochemistry,,177.0,,,BOOK
PCF:18,Phytochemistry,,18.0,,,BOOK
PCF:18 JNU,Phytochemistry,,18.0,,,BOOK
PCF:18 JNU,,,,,,UNKNOWN_CODE
PCF:180,Phytochemistry,,180.0,,,BOOK
PCF:181,Phytochemistry,,181.0,,,BOOK
PCF:19,Phytochemistry,,19.0,,,BOOK
PCF:20,Phytochemistry,,20.0,,,BOOK
PCF:21,Phytochemistry,,21.0,,,BOOK
PCF:218,Phytochemistry,,218.0,,,BOOK
PCF:219,Phytochemistry,,219.0,,,BOOK
PCF:221,Phytochemistry,,221.0,,,BOOK
PCF:221 JNU,Phytochemistry,,221.0,,,BOOK
PCF:221 JNU,,,,,,UNKNOWN_CODE
PCF:245,Phytochemistry,,245.0,,,BOOK
PCF:25,Phytochemistry,,25.0,,,BOOK
PCF:305,Phytochemistry,,305.0,,,BOOK
PCF:338,Phytochemistry,,338.0,,,BOOK
PCF:347,Phytochemistry,,347.0,,,BOOK
PCF:367,Phytochemistry,,367.0,,,BOOK
PCF:370,Phytochemistry,,370.0,,,BOOK
PCF:373,Phytochemistry,,373.0,,,BOOK
PCF:377,Phytochemistry,,377.0,,,BOOK
PCF:39,Phytochemistry,,39.0,,,BOOK
PCF:39 277,Phytochemistry,,39.0,,,BOOK
PCF:39 277,,,,,,DUKE_REF_ID
PCF:44,Phytochemistry,,44.0,,,BOOK
"PCF:44,277",,,,,,PARSE_ERROR
PCF:44.277,,,,,,PARSE_ERROR
PCF:49,Phytochemistry,,49.0,,,BOOK
PCF:51,Phytochemistry,,51.0,,,BOOK
PCF:54,Phytochemistry,,54.0,,,BOOK
PCF:57,Phytochemistry,,57.0,,,BOOK
PCF:58,Phytochemistry,,58.0,,,BOOK
PCF:59,Phytochemistry,,59.0,,,BOOK
PCF:64,Phytochemistry,,64.0,,,BOOK
PCF:65,Phytochemistry,,65.0,,,BOOK
PCF:69,Phytochemistry,,69.0,,,BOOK
PCF:75,Phytochemistry,,75.0,,,BOOK
PCF:78,Phytochemistry,,78.0,,,BOOK
PCF:83,Phytochemistry,,83.0,,,BOOK
PCF:87,Phytochemistry,,87.0,,,BOOK
PCF:88,Phytochemistry,,88.0,,,BOOK
PCF:91,Phytochemistry,,91.0,,,BOOK
PCF:93,Phytochemistry,,93.0,,,BOOK
PCF:96,Phytochemistry,,96.0,,,BOOK
PCF:98,Phytochemistry,,98.0,,,BOOK
PDR45,,,,,,PARSE_ERROR
PE38:1,,38.0,1.0,,,UNKNOWN_JOURNAL
PED,,,,,,UNKNOWN_CODE
PEP,Peptides,,,,,JOURNAL_ONLY
PER COM,,,,,,UNKNOWN_CODE
PER COM,,,,,,UNKNOWN_CODE
PER.COM.SFV,,,,,,PARSE_ERROR
PF9:315,,9.0,315.0,,,UNKNOWN_JOURNAL
PFA366:217,,366.0,217.0,,,UNKNOWN_JOURNAL
PFH44:87,,44.0,87.0,,,UNKNOWN_JOURNAL
PFH46:77,,46.0,77.0,,,UNKNOWN_JOURNAL
PH2,,,,,,BOOK
PH2 AJM7:31,,,,,,BOOK
PH2 AJM7:31,American Journal of Medicine,7.0,31.0,,,NOT_FOUND
PH2 HG40:12,,,,,,BOOK
PH2 HG40:12,HerbalGram,40.0,12.0,,,NOT_FOUND
PH2 JAD,,,,,,BOOK
PH2 JAD,,,,,,UNKNOWN_CODE
PH2 JAF50:701,,,,,,BOOK
PH2 JAF50:701,Journal of Agricultural and Food Chemistry,50.0,701.0,,11829631,RESOLVED
PH2 X11213362,,,,,,BOOK
PH2 X11213362,,,,,11213362.0,RESOLVED
PH2 X16459097,,,,,,BOOK
PH2 X16459097,,,,,16459097.0,RESOLVED
PHA50:380,,50.0,380.0,,,UNKNOWN_JOURNAL
PHA51:356,,51.0,356.0,,,UNKNOWN_JOURNAL
PHB36:28,,36.0,28.0,,,UNKNOWN_JOURNAL
PHB36:28 JNP61:2 COX2000,,36.0,28.0,,,UNKNOWN_JOURNAL
PHB36:28 JNP61:2 COX2000,Journal of Natural Products,61.0,2.0,,9461646,RESOLVED
PHB36:28 JNP61:2 COX2000,,,,,,PARSE_ERROR
PHB36:35,,36.0,35.0,,,UNKNOWN_JOURNAL
PHH17:152,,17.0,152.0,,,UNKNOWN_JOURNAL
PHM1:145,Pharmacognosy Magazine,1.0,145.0,,,NOT_FOUND
PHM4:85,Pharmacognosy Magazine,4.0,85.0,,,NOT_FOUND
PHM7:7,Pharmacognosy Magazine,7.0,7.0,,,NOT_FOUND
PHM7:7 IJI10:729,Pharmacognosy Magazine,7.0,7.0,,,NOT_FOUND
PHM7:7 IJI10:729,,10.0,729.0,,,UNKNOWN_JOURNAL
PHM9:52,Pharmacognosy Magazine,9.0,52.0,,,NOT_FOUND
PHM9:721,Pharmacognosy Magazine,9.0,721.0,,,NOT_FOUND
PHY8(2):85 X9881663,,8.0,85.0,,,UNKNOWN_JOURNAL
PHY8(2):85 X9881663,,,,,9881663.0,RESOLVED
PHZ45:443,,45.0,443.0,,,UNKNOWN_JOURNAL
PHZ46:156,,46.0,156.0,,,UNKNOWN_JOURNAL
PHZ49:681,,49.0,681.0,,,UNKNOWN_JOURNAL
PIL,,,,,,UNKNOWN_CODE
PIL JAF48:4628,,,,,,UNKNOWN_CODE
PIL JAF48:4628,Journal of Agricultural and Food Chemistry,48.0,4628.0,,11052710,RESOLVED
PIL JAF48:4628 JN12:2927,,,,,,UNKNOWN_CODE
PIL JAF48:4628 JN12:2927,Journal of Agricultural and Food Chemistry,48.0,4628.0,,11052710,RESOLVED
PIL JAF48:4628 JN12:2927,Journal of Nutrition,12.0,2927.0,,,NOT_FOUND
PIL JNP60(9):884,,,,,,UNKNOWN_CODE
PIL JNP60(9):884,Journal of Natural Products,60.0,884.0,,9322359,RESOLVED
PIL NP6:1,,,,,,UNKNOWN_CODE
PIL NP6:1,Natural Product Reports,6.0,1.0,,2652000,RESOLVED
PIL PBB47:1 X10411210,,,,,,UNKNOWN_CODE
PIL PBB47:1 X10411210,,47.0,1.0,,,UNKNOWN_JOURNAL
PIL PBB47:1 X10411210,,,,,10411210.0,RESOLVED
PIL WAF,,,,,,UNKNOWN_CODE
PIL WAF,,,,,,UNKNOWN_CODE
PIL WAF WER,,,,,,UNKNOWN_CODE
PIL WAF WER,,,,,,UNKNOWN_CODE
PIL WAF WER,,,,,,UNKNOWN_CODE
PIL WER,,,,,,UNKNOWN_CODE
PIL WER,,,,,,UNKNOWN_CODE
PIL WRI,,,,,,UNKNOWN_CODE
PIL WRI,,,,,,UNKNOWN_CODE
PIL X11420705 X16634522,,,,,,UNKNOWN_CODE
PIL X11420705 X16634522,,,,,11420705.0,RESOLVED
PIL X11420705 X16634522,,,,,16634522.0,RESOLVED
PIL X12224631,,,,,,UNKNOWN_CODE
PIL X12224631,,,,,12224631.0,RESOLVED
PIL X17263473,,,,,,UNKNOWN_CODE
PIL X17263473,,,,,17263473.0,RESOLVED
PIL YAR,,,,,,UNKNOWN_CODE
PIL YAR,,,,,,UNKNOWN_CODE
PIZ,,,,,,UNKNOWN_CODE
PJB1(1),,,,,,PARSE_ERROR
PJB1(1):156,Pakistan Journal of Botany,1.0,156.0,,,NOT_FOUND
PJB1(1):169,Pakistan Journal of Botany,1.0,169.0,,,NOT_FOUND
PJB1(1):170,Pakistan Journal of Botany,1.0,170.0,,,NOT_FOUND
PJB1(1):171,Pakistan Journal of Botany,1.0,171.0,,,NOT_FOUND
PJB1(1):172,Pakistan Journal of Botany,1.0,172.0,,,NOT_FOUND
PJB1(1):173,Pakistan Journal of Botany,1.0,173.0,,,NOT_FOUND
PJB1(1):174,Pakistan Journal of Botany,1.0,174.0,,,NOT_FOUND
PJB1(1):175,Pakistan Journal of Botany,1.0,175.0,,,NOT_FOUND
PJB1(1):176,Pakistan Journal of Botany,1.0,176.0,,,NOT_FOUND
PJB1(1):177,Pakistan Journal of Botany,1.0,177.0,,,NOT_FOUND
PJB1(1):178,Pakistan Journal of Botany,1.0,178.0,,,NOT_FOUND
PJB1(1):179,Pakistan Journal of Botany,1.0,179.0,,,NOT_FOUND
PJB1(1):180,Pakistan Journal of Botany,1.0,180.0,,,NOT_FOUND
PJB1(1):181,Pakistan Journal of Botany,1.0,181.0,,,NOT_FOUND
PJB1(1):182,Pakistan Journal of Botany,1.0,182.0,,,NOT_FOUND
PJB1(1):183,Pakistan Journal of Botany,1.0,183.0,,,NOT_FOUND
PJB1(1):184,Pakistan Journal of Botany,1.0,184.0,,,NOT_FOUND
PJB1(2):175,Pakistan Journal of Botany,1.0,175.0,,,NOT_FOUND
PJB1(2):250,Pakistan Journal of Botany,1.0,250.0,,,NOT_FOUND
PJB1(2):259,Pakistan Journal of Botany,1.0,259.0,,,NOT_FOUND
PJB1(2):259 HG25:26,Pakistan Journal of Botany,1.0,259.0,,,NOT_FOUND
PJB1(2):259 HG25:26,HerbalGram,25.0,26.0,,,NOT_FOUND
PJB1(2):260,Pakistan Journal of Botany,1.0,260.0,,,NOT_FOUND
PJB1(2):261,Pakistan Journal of Botany,1.0,261.0,,,NOT_FOUND
PJB1(2):262,Pakistan Journal of Botany,1.0,262.0,,,NOT_FOUND
PJB1(2):263,Pakistan Journal of Botany,1.0,263.0,,,NOT_FOUND
PJB1(2):264,Pakistan Journal of Botany,1.0,264.0,,,NOT_FOUND
PJB1(2):265,Pakistan Journal of Botany,1.0,265.0,,,NOT_FOUND
PJB1(2):266,Pakistan Journal of Botany,1.0,266.0,,,NOT_FOUND
PJB1(2):268,Pakistan Journal of Botany,1.0,268.0,,,NOT_FOUND
PJB1(2):269,Pakistan Journal of Botany,1.0,269.0,,,NOT_FOUND
PJB1(2):269 TEA,Pakistan Journal of Botany,1.0,269.0,,,NOT_FOUND
PJB1(2):269 TEA,,,,,,UNKNOWN_CODE
PJB1(2):270,Pakistan Journal of Botany,1.0,270.0,,,NOT_FOUND
PJB1(2):271,Pakistan Journal of Botany,1.0,271.0,,,NOT_FOUND
PJB1(2):272,Pakistan Journal of Botany,1.0,272.0,,,NOT_FOUND
PJB1(2):273,Pakistan Journal of Botany,1.0,273.0,,,NOT_FOUND
PJB1(2):274,Pakistan Journal of Botany,1.0,274.0,,,NOT_FOUND
PJB1(2):274 JNU,Pakistan Journal of Botany,1.0,274.0,,,NOT_FOUND
PJB1(2):274 JNU,,,,,,UNKNOWN_CODE
PJB1(2):275,Pakistan Journal of Botany,1.0,275.0,,,NOT_FOUND
PJB1(2):276,Pakistan Journal of Botany,1.0,276.0,,,NOT_FOUND
PJB1(2):277,Pakistan Journal of Botany,1.0,277.0,,,NOT_FOUND
PJB1(2):278,Pakistan Journal of Botany,1.0,278.0,,,NOT_FOUND
PJB1(2):279,Pakistan Journal of Botany,1.0,279.0,,,NOT_FOUND
PJB1(2):280,Pakistan Journal of Botany,1.0,280.0,,,NOT_FOUND
PJB1(2):2801,Pakistan Journal of Botany,1.0,2801.0,,,NOT_FOUND
PJB1(2):281,Pakistan Journal of Botany,1.0,281.0,,,NOT_FOUND
PJB1(2):282,Pakistan Journal of Botany,1.0,282.0,,,NOT_FOUND
PJB1(2):282 SAB,Pakistan Journal of Botany,1.0,282.0,,,NOT_FOUND
PJB1(2):282 SAB,,,,,,UNKNOWN_CODE
PJB1(2):284,Pakistan Journal of Botany,1.0,284.0,,,NOT_FOUND
PJB1(2):285,Pakistan Journal of Botany,1.0,285.0,,,NOT_FOUND
PJB1(2):285 MAD,Pakistan Journal of Botany,1.0,285.0,,,NOT_FOUND
PJB1(2):285 MAD,,,,,,UNKNOWN_CODE
PJB1(2):286,Pakistan Journal of Botany,1.0,286.0,,,NOT_FOUND
PJB1(2):287,Pakistan Journal of Botany,1.0,287.0,,,NOT_FOUND
PJB1(2):288,Pakistan Journal of Botany,1.0,288.0,,,NOT_FOUND
PJB1(2):289,Pakistan Journal of Botany,1.0,289.0,,,NOT_FOUND
PJB1(2):290,Pakistan Journal of Botany,1.0,290.0,,,NOT_FOUND
PJB1(2):291,Pakistan Journal of Botany,1.0,291.0,,,NOT_FOUND
PJB1(2):292,Pakistan Journal of Botany,1.0,292.0,,,NOT_FOUND
PJB1(3):230,Pakistan Journal of Botany,1.0,230.0,,,NOT_FOUND
PJB1(3):231,Pakistan Journal of Botany,1.0,231.0,,,NOT_FOUND
PJB1(3):232,Pakistan Journal of Botany,1.0,232.0,,,NOT_FOUND
PJB1(3):234,Pakistan Journal of Botany,1.0,234.0,,,NOT_FOUND
PJB1(3):234 PJB1(1):172,Pakistan Journal of Botany,1.0,234.0,,,NOT_FOUND
PJB1(3):234 PJB1(1):172,Pakistan Journal of Botany,1.0,172.0,,,NOT_FOUND
PJB1(3):235,Pakistan Journal of Botany,1.0,235.0,,,NOT_FOUND
PJB1(3):238,Pakistan Journal of Botany,1.0,238.0,,,NOT_FOUND
PJB1(3):238 WO2,Pakistan Journal of Botany,1.0,238.0,,,NOT_FOUND
PJB1(3):238 WO2,,,,,,PARSE_ERROR
PJB1(3):241,Pakistan Journal of Botany,1.0,241.0,,,NOT_FOUND
PJB1(3):242,Pakistan Journal of Botany,1.0,242.0,,,NOT_FOUND
PJB1(3):244,Pakistan Journal of Botany,1.0,244.0,,,NOT_FOUND
PJB1(3):248,Pakistan Journal of Botany,1.0,248.0,,,NOT_FOUND
PJB1(3):250,Pakistan Journal of Botany,1.0,250.0,,,NOT_FOUND
PJN1(1):181,,1.0,181.0,,,UNKNOWN_JOURNAL
PM p 324.1986,Planta Medica,,,,,JOURNAL_ONLY
PM p 324.1986,,,,,,UNKNOWN_CODE
PM p 324.1986,,,,,,PARSE_ERROR
PM#4:337.1986,,,,,,PARSE_ERROR
PM#5:374.1986,,,,,,PARSE_ERROR
PM#6:450.1986,,,,,,PARSE_ERROR
PM#6:468.1986,,,,,,PARSE_ERROR
PM#6:489.1986,,,,,,PARSE_ERROR
PM#6:490.1986,,,,,,PARSE_ERROR
PM&T20:213.1986,,,,,,PARSE_ERROR
PM&T20:213.1986 PM184.1986,,,,,,PARSE_ERROR
PM&T20:213.1986 PM184.1986,,,,,,PARSE_ERROR
PM'87:148,Planta Medica,87.0,148.0,,33348407,RESOLVED
PM.p.114.1986,,,,,,PARSE_ERROR
PM.p.64.1986,,,,,,PARSE_ERROR
PM184.1986,,,,,,PARSE_ERROR
PM186:1986,Planta Medica,186.0,1986.0,,,NOT_FOUND
PM1985:531,Planta Medica,1985.0,531.0,,,NOT_FOUND
PM1985:70,Planta Medica,1985.0,70.0,,,NOT_FOUND
PM1986:185,Planta Medica,1986.0,185.0,,,NOT_FOUND
PM1986:239,Planta Medica,1986.0,239.0,,,NOT_FOUND
PM1987:526,Planta Medica,1987.0,526.0,,,NOT_FOUND
PM1987:526 IJP33:7,Planta Medica,1987.0,526.0,,,NOT_FOUND
PM1987:526 IJP33:7,International Journal of Pharmacognosy,33.0,7.0,,,NOT_FOUND
PM239:1986,Planta Medica,239.0,1986.0,,,NOT_FOUND
PM2:143,Planta Medica,2.0,143.0,,,NOT_FOUND
PM2:145,Planta Medica,2.0,145.0,,,NOT_FOUND
PM2:146,Planta Medica,2.0,146.0,,,NOT_FOUND
PM337.1986,,,,,,PARSE_ERROR
PM3:187.1985,Planta Medica,3.0,187.0,,,NOT_FOUND
PM45:1986,Planta Medica,45.0,1986.0,,,NOT_FOUND
PM48:290,Planta Medica,48.0,290.0,,6635014,RESOLVED
PM48:59.1983,Planta Medica,48.0,59.0,,6611746,RESOLVED
PM50:279.1984,Planta Medica,50.0,279.0,,17340316,RESOLVED
PM50:40,Planta Medica,50.0,40.0,,17340247,RESOLVED
PM50:69,Planta Medica,50.0,69.0,,17340254,AMBIGUOUS
PM50:88.1984,Planta Medica,50.0,88.0,,17340259,RESOLVED
PM52:433,Planta Medica,52.0,433.0,,,NOT_FOUND
PM53:11.1987,Planta Medica,53.0,11.0,,,NOT_FOUND
PM53:143.1987,Planta Medica,53.0,143.0,,3602138,RESOLVED
PM53:27.1987,Planta Medica,53.0,27.0,,3575508,RESOLVED
PM53:37.1987,Planta Medica,53.0,37.0,,3575511,RESOLVED
PM55(7):600,Planta Medica,55.0,600.0,,,NOT_FOUND
PM55(7):620,Planta Medica,55.0,620.0,,,NOT_FOUND
PM55(7):626,Planta Medica,55.0,626.0,,,NOT_FOUND
PM55(7):631,Planta Medica,55.0,631.0,,,NOT_FOUND
PM55(7):648,Planta Medica,55.0,648.0,,,NOT_FOUND
PM55(7):652,Planta Medica,55.0,652.0,,,NOT_FOUND
PM55(7):657,Planta Medica,55.0,657.0,,,NOT_FOUND
PM55(7):658,Planta Medica,55.0,658.0,,,NOT_FOUND
PM55(7):658 LS55:1061 JBH,Planta Medica,55.0,658.0,,,NOT_FOUND
PM55(7):658 LS55:1061 JBH,Life Sciences,55.0,1061.0,,8084211,RESOLVED
PM55(7):658 LS55:1061 JBH,,,,,,UNKNOWN_CODE
PM55(7):691,Planta Medica,55.0,691.0,,,NOT_FOUND
PM551:1986,Planta Medica,551.0,1986.0,,,NOT_FOUND
PM55:140,Planta Medica,55.0,140.0,,2748730,RESOLVED
PM55:663,Planta Medica,55.0,663.0,,,NOT_FOUND
PM56(1):120,Planta Medica,56.0,120.0,,17221383,RESOLVED
PM56(1):123,Planta Medica,56.0,123.0,,17221385,RESOLVED
PM56(1):127,Planta Medica,56.0,127.0,,2162545,RESOLVED
PM56(1):19,Planta Medica,56.0,19.0,,17221369,AMBIGUOUS
PM56(1):26,Planta Medica,56.0,26.0,,,NOT_FOUND
PM56(1):27,Planta Medica,56.0,27.0,,2192378,RESOLVED
PM56(1):29,Planta Medica,56.0,29.0,,,NOT_FOUND
PM56(1):31,Planta Medica,56.0,31.0,,2356240,RESOLVED
PM56(1):36 DFN:156,Planta Medica,56.0,36.0,,2356241,RESOLVED
PM56(1):36 DFN:156,,,156.0,,,UNKNOWN_JOURNAL
PM56(1):41,Planta Medica,56.0,41.0,,2356242,RESOLVED
PM56(1):61,Planta Medica,56.0,61.0,,,NOT_FOUND
PM56(1):66,Planta Medica,56.0,66.0,,2356244,RESOLVED
PM56(1):70,Planta Medica,56.0,70.0,,17221371,RESOLVED
PM56(1):91,Planta Medica,56.0,91.0,,,NOT_FOUND
PM56(2)190,,,,,,PARSE_ERROR
PM56(2):134,Planta Medica,56.0,134.0,,17221392,RESOLVED
PM56(2):142,Planta Medica,56.0,142.0,,,NOT_FOUND
PM56(2):143,Planta Medica,56.0,143.0,,,NOT_FOUND
PM56(2):145,Planta Medica,56.0,145.0,,,NOT_FOUND
PM56(2):164,Planta Medica,56.0,164.0,,2353062,RESOLVED
PM56(2):171,Planta Medica,56.0,171.0,,2353064,RESOLVED
PM56(2):173,Planta Medica,56.0,173.0,,,NOT_FOUND
PM56(2):187,Planta Medica,56.0,187.0,,2353066,RESOLVED
PM56(2):190,Planta Medica,56.0,190.0,,2353067,RESOLVED
PM56(2):215,Planta Medica,56.0,215.0,,,NOT_FOUND
PM56(2):226,Planta Medica,56.0,226.0,,,NOT_FOUND
PM56(2):241,Planta Medica,56.0,241.0,,17221408,AMBIGUOUS
PM56(3):249,Planta Medica,56.0,249.0,,2203073,RESOLVED
PM56(3):251,Planta Medica,56.0,251.0,,,NOT_FOUND
PM56(3):252,Planta Medica,56.0,252.0,,,NOT_FOUND
PM56(3):254,Planta Medica,56.0,254.0,,2118267,RESOLVED
PM56(3):254 WIG5:514,Planta Medica,56.0,254.0,,2118267,RESOLVED
PM56(3):254 WIG5:514,,5.0,514.0,,,UNKNOWN_JOURNAL
PM56(3):255,Planta Medica,56.0,255.0,,,NOT_FOUND
PM56(3):257,Planta Medica,56.0,257.0,,,NOT_FOUND
PM56(3):258,Planta Medica,56.0,258.0,,,NOT_FOUND
PM56(3):264,Planta Medica,56.0,264.0,,2392490,RESOLVED
PM56(3):270,Planta Medica,56.0,270.0,,,NOT_FOUND
PM56(3):271,Planta Medica,56.0,271.0,,17221416,AMBIGUOUS
PM56(3):274,Planta Medica,56.0,274.0,,2392492,RESOLVED
PM56(3):280,Planta Medica,56.0,280.0,,,NOT_FOUND
PM56(3):295,Planta Medica,56.0,295.0,,17221423,RESOLVED
PM56(3):317,Planta Medica,56.0,317.0,,17221428,RESOLVED
PM56(4):360,Planta Medica,56.0,360.0,,2173008,RESOLVED
PM56(4):371,Planta Medica,56.0,371.0,,2236290,RESOLVED
PM56(4):374,Planta Medica,56.0,374.0,,2236291,RESOLVED
PM56(4):377,Planta Medica,56.0,377.0,,2236292,RESOLVED
PM56(4):380,Planta Medica,56.0,380.0,,2236293,RESOLVED
PM56(4):383,Planta Medica,56.0,383.0,,2236294,RESOLVED
PM56(4):395,Planta Medica,56.0,395.0,,2236297,RESOLVED
PM56(4):418,Planta Medica,56.0,418.0,,17221443,RESOLVED
PM56(6):497,Planta Medica,56.0,497.0,,,NOT_FOUND
PM56(6):501,Planta Medica,56.0,501.0,,,NOT_FOUND
PM56(6):504,Planta Medica,56.0,504.0,,,NOT_FOUND
PM56(6):506,Planta Medica,56.0,506.0,,,NOT_FOUND
PM56(6):509,Planta Medica,56.0,509.0,,,NOT_FOUND
PM56(6):519,Planta Medica,56.0,519.0,,,NOT_FOUND
PM56(6):524,Planta Medica,56.0,524.0,,,NOT_FOUND
PM56(6):526,Planta Medica,56.0,526.0,,,NOT_FOUND
PM56(6):540,Planta Medica,56.0,540.0,,,NOT_FOUND
PM56(6):543,Planta Medica,56.0,543.0,,,NOT_FOUND
PM56(6):549,Planta Medica,56.0,549.0,,,NOT_FOUND
PM56(6):561,Planta Medica,56.0,561.0,,,NOT_FOUND
PM56(6):577,Planta Medica,56.0,577.0,,,NOT_FOUND
PM56(6):583,Planta Medica,56.0,583.0,,,NOT_FOUND
PM56(6):588,Planta Medica,56.0,588.0,,,NOT_FOUND
PM56(6):589,Planta Medica,56.0,589.0,,,NOT_FOUND
PM56(6):595,Planta Medica,56.0,595.0,,,NOT_FOUND
PM56(6):644,Planta Medica,56.0,644.0,,,NOT_FOUND
PM56(6):645,Planta Medica,56.0,645.0,,,NOT_FOUND
PM56(6):646,Planta Medica,56.0,646.0,,,NOT_FOUND
PM56(6):647,Planta Medica,56.0,647.0,,,NOT_FOUND
PM56(6):648,Planta Medica,56.0,648.0,,,NOT_FOUND
PM56(6):650,Planta Medica,56.0,650.0,,,NOT_FOUND
PM56(6):651,Planta Medica,56.0,651.0,,,NOT_FOUND
PM56(6):653,Planta Medica,56.0,653.0,,,NOT_FOUND
PM56(6):654,Planta Medica,56.0,654.0,,,NOT_FOUND
PM56(6):655,Planta Medica,56.0,655.0,,,NOT_FOUND
PM56(6):660,Planta Medica,56.0,660.0,,,NOT_FOUND
